Monthly_Inflow,Monthly_Outflow,Gst_compliance_score,Ecommerce_sales,Supplier_payments,Invoice_issued,Invoice_amount,Employee_count,Asset_value,Business_age,Business_size,Credit_score
9872.19,5913.06,46.41,3195.13,4511.41,5,1935.11,1,24521.46,0,micro,448.56915957978987
84263.47,44426.2,75.3,32366.37,23539.23,46,1802.62,53,127949.17,12,medium,666.3852226113057
14226.52,6227.14,54.16,1015.85,4755.74,15,936.9,24,48761.43,5,small,515.8031865932966
11518.17,8230.14,45.75,115.18,5144.92,13,833.88,10,27613.86,5,small,439.5321610805403
19937.42,6546.82,59.88,2360.62,4112.95,16,1195.7,34,130925.07,11,small,582.8522211105552
20462.93,14987.0,55.75,8186.01,7887.87,16,1365.09,19,32905.92,5,small,503.82813406703355
21574.15,13453.13,68.93,8531.88,8582.25,16,1403.49,36,81763.38,6,small,561.7952226113057
6469.77,4839.1,41.0,64.7,3758.97,8,806.09,1,11137.79,0,micro,387.59516258129065
10122.74,6035.23,45.2,1820.24,3856.93,17,708.69,1,32537.71,0,micro,439.18816408204106
33394.03,10675.9,72.03,15151.56,5555.5,23,1459.04,44,196994.1,8,small,620.318224112056
13475.54,6207.04,55.61,4718.48,4349.33,9,1524.6,26,47970.2,5,small,530.686188094047
16923.37,12397.76,53.24,4310.14,8149.34,13,1372.14,25,47855.5,7,small,514.8011355677838
72839.6,23830.45,72.54,33389.31,12392.67,41,1715.17,55,216952.09,11,medium,682.3412256128064
10796.33,4937.6,43.91,3699.35,3242.86,6,1796.26,10,20108.52,1,small,477.7141370685343
36457.82,18338.31,57.39,8670.75,12891.55,20,1789.59,32,89402.94,9,small,552.2691895947974
6385.3,4457.2,48.32,731.82,3323.84,10,635.96,1,15558.44,1,micro,423.7111655827914
23890.38,9460.67,68.1,6907.64,5424.67,18,1315.26,26,68561.1,4,small,559.5082241120559
14275.14,7227.79,52.27,1483.02,5074.42,10,1403.21,25,21125.02,4,small,490.22713856928465
18704.37,7148.46,63.98,7562.47,5158.78,10,1872.24,34,64628.64,8,small,571.5712256128064
15482.85,10224.43,55.82,2069.3,6242.26,17,963.37,10,38706.73,0,small,496.560140070035
44464.95,22367.63,75.25,20106.02,13166.24,22,2026.65,47,220664.25,9,small,614.1042271135567
4724.43,3705.5,39.8,788.33,2935.04,8,603.49,1,18514.43,0,micro,409.5341670835418
9755.57,4770.93,53.2,2401.83,2763.58,8,1173.13,8,19201.89,1,small,487.3831415707854
20540.29,8371.77,58.12,1333.07,5586.24,21,884.88,25,67876.97,6,small,528.8821910955478
50610.4,22091.04,74.04,26988.18,12390.48,30,1751.37,47,125231.03,7,small,609.1572286143072
38819.24,20126.53,63.17,15632.12,9538.14,24,1635.51,42,89296.33,6,small,575.9542271135567
29554.45,13866.92,63.67,8615.64,8757.38,18,1601.35,38,133666.81,3,small,559.6972286143072
35092.36,15926.99,64.15,11294.95,7249.23,23,1621.69,49,131766.75,10,small,584.6002301150576
34254.52,14534.56,68.5,9854.98,6699.3,19,1819.28,46,92653.99,7,small,587.8432316158079
6080.51,4414.47,35.43,1010.57,2615.39,10,627.35,1,10269.54,0,micro,395.10716858429214
25357.32,18915.69,68.02,6579.2,12090.16,18,1448.05,23,126677.91,6,small,544.9051925962981
16964.9,7360.74,61.56,7256.3,5282.49,12,1452.35,29,103953.56,9,small,562.5962331165583
203179.74,73116.09,92.27,144821.68,36062.39,107,1899.44,84,767658.09,16,medium,815.9702301150576
21016.86,8586.7,56.49,2776.65,5155.23,13,1532.24,25,69028.99,7,small,544.7581940970485
15766.59,11044.38,55.54,3059.33,7642.09,8,2000.15,26,97969.31,2,small,523.9111955977988
41343.47,24104.68,55.82,18013.68,18081.01,22,1879.88,25,75520.55,3,small,532.0741970985492
70473.48,40758.9,87.53,41464.71,21498.55,39,1817.66,55,217268.84,7,medium,689.6032316158079
22729.96,8994.77,52.89,3026.54,5472.65,14,1573.78,20,47996.74,7,small,523.4871985992996
17742.26,8663.81,61.34,7651.92,5819.56,13,1299.8,29,52361.21,3,small,529.4802001000501
14211.78,11124.18,53.16,4082.0,7947.17,11,1327.94,19,39433.66,6,small,497.87614307153575
10521.53,8268.01,59.8,4475.66,5919.73,13,797.91,15,25663.98,4,small,472.60914457228614
9830.92,7344.25,50.53,3517.46,5100.01,15,542.3,12,35399.0,1,small,465.6001700850425
26359.72,9540.18,59.1,1340.91,6126.33,22,1166.26,28,50263.47,3,small,527.5132016008004
28344.88,20079.84,60.25,10671.07,11466.37,19,1550.25,28,44994.12,6,small,528.4862031015508
88462.84,47811.12,85.37,46950.53,26467.66,49,1784.88,63,293715.76,10,medium,710.4062331165584
12626.5,9704.01,47.45,2368.2,6380.45,9,1438.97,8,37005.8,0,small,465.8631715857929
3180.07,2660.5,34.38,939.67,2094.25,6,550.15,1,17684.11,0,micro,399.8461730865433
4975.8,4005.22,36.34,59.57,3127.52,5,1053.88,1,20876.92,0,micro,388.13917458729367
21284.08,12434.43,54.55,4156.23,8130.65,15,1388.86,31,68138.09,6,small,528.9792046023013
73299.34,18725.76,76.02,28899.09,11510.91,41,1704.76,58,222107.35,11,medium,710.5292346173086
32052.84,13662.33,71.3,13619.26,8422.8,19,1671.37,46,134754.22,9,small,593.6392346173086
51558.57,25195.75,81.89,16728.78,11367.49,29,1808.02,54,223854.78,8,medium,673.6722361180591
5893.44,4021.23,39.91,1362.06,2920.21,8,708.87,1,7140.24,0,micro,404.852176088044
33001.86,17320.85,75.95,14659.74,9358.21,19,1713.12,58,283981.99,15,medium,696.9752376188094
6611.96,4171.18,43.0,1926.37,3333.09,7,958.27,1,7509.54,0,micro,413.4351775887944
27185.61,14714.06,64.8,9131.5,10475.07,18,1459.89,34,60071.78,4,small,556.0922361180591
25639.74,17338.88,57.26,8712.66,9504.33,13,1961.78,23,108863.78,1,small,528.0922061030515
9782.34,7630.24,53.51,1425.56,5100.34,8,1186.06,15,35545.89,6,small,487.9421460730365
15995.12,11889.07,52.2,946.21,6754.97,11,1295.83,17,36785.74,7,small,486.7151475737869
10334.05,5482.52,52.0,3790.84,3694.79,12,882.76,12,22654.14,2,small,480.7181490745373
10775.7,6490.11,52.32,107.76,4716.64,7,1604.23,14,41975.82,3,small,467.78817908954477
22110.82,10851.57,57.18,6838.77,6811.59,16,1533.59,18,24842.46,0,small,511.0611505752876
46258.66,20650.76,67.17,22473.83,9496.35,26,1853.08,47,217281.39,8,small,617.3582391195598
20094.98,14656.71,58.75,1944.4,8266.89,14,1506.03,26,55107.39,5,small,514.894152076038
6285.04,5706.8,39.1,973.43,4057.69,7,847.37,1,10628.76,2,micro,399.4511805902951
120395.07,34054.71,82.83,49495.97,15896.52,63,1908.34,71,633467.09,16,medium,771.8212406203102
3588.53,2680.93,40.81,35.89,2193.91,2,1878.12,1,14248.93,0,micro,391.3941820910455
20473.18,11169.82,61.71,7931.21,5792.8,15,1535.89,29,62631.79,5,small,542.5952076038019
21638.5,9664.25,52.2,8873.4,6806.58,15,1393.74,19,47892.36,2,small,513.9571535767884
26021.12,12426.31,60.81,3263.22,7878.57,17,1555.32,35,48269.88,7,small,543.5782091045522
46360.86,14124.75,66.42,14021.26,8729.91,27,1790.29,41,276946.37,10,small,618.0042421210605
43727.88,16712.01,71.93,23259.22,8332.29,31,1358.83,47,129931.79,9,small,615.8072436218109
37611.96,18469.1,75.27,18169.44,11337.94,23,1611.63,43,91782.36,11,small,592.6652376188094
10633.15,4373.28,57.34,4784.93,3147.62,10,1108.15,14,27837.57,2,small,513.4001550775388
6828.31,3896.49,39.97,1249.78,2604.12,7,986.42,1,6981.19,0,micro,405.6671835917959
8789.06,4970.25,47.99,463.44,3224.39,10,871.84,3,36649.27,2,micro,446.66018509254627
33920.17,19297.76,78.88,8131.35,11408.21,20,1732.02,45,160934.59,8,small,602.0702451225613
80314.68,26691.25,71.93,38809.51,13402.86,46,1733.69,49,150929.02,10,small,627.9932466233116
7352.5,5569.24,49.33,507.81,3551.04,4,1883.22,12,23864.74,0,small,467.60318659329664
84081.33,37494.43,81.48,39108.9,21515.76,52,1613.55,63,538453.73,10,medium,721.0962481240621
125058.82,57615.65,89.76,63136.26,28756.58,68,1798.68,74,546778.73,17,medium,764.3392496248124
30205.68,10874.54,72.64,10603.29,5296.45,23,1347.52,40,95818.23,10,small,602.3922511255628
15796.17,6820.3,57.78,3832.81,4679.63,10,1612.03,19,47956.51,3,small,529.8412106053026
45126.9,28025.14,59.57,9266.84,18825.7,30,1433.54,38,63379.09,6,small,538.014212106053
44114.33,19945.19,75.29,24204.61,10435.36,26,1553.91,51,186141.81,13,medium,672.5352526263131
18061.32,14021.91,63.13,2933.05,8665.72,12,1484.99,22,53683.6,3,small,516.7972136068034
35275.75,15442.27,68.78,11755.4,7860.36,21,1652.62,42,194269.9,8,small,600.1682541270635
18849.28,6923.84,52.28,3053.62,5120.08,15,1295.19,28,65006.98,8,small,542.6502151075538
54210.46,18076.75,66.43,19225.4,12323.19,31,1791.91,39,137550.69,7,small,598.7482391195598
27243.46,13635.47,67.16,3733.18,6953.8,19,1478.83,40,94043.98,7,small,567.8212406203102
8649.36,6418.0,48.5,815.97,3953.73,11,744.71,15,52628.99,6,small,489.42315657828914
41871.68,16059.23,74.59,14561.24,8252.47,25,1649.37,50,239611.38,13,small,631.2712556278138
13514.68,10248.48,66.61,2667.22,6524.1,9,1462.79,25,55808.61,6,small,529.0932166083041
64530.23,31625.74,69.81,13135.8,14522.52,44,1452.97,47,182888.04,9,small,609.0542571285642
26060.05,16230.59,69.23,7570.35,10890.49,19,1332.35,35,55225.51,9,small,565.6642421210605
13963.46,8216.15,59.21,5301.45,5027.61,13,1069.8,21,32347.47,2,small,502.4761580790395
79244.34,37119.24,74.52,37037.55,19807.83,42,1834.01,57,363854.06,8,medium,691.7072586293148
36536.56,25289.21,60.32,9395.86,14161.23,24,1493.12,31,101914.09,7,small,551.0662181090545
18822.65,12887.84,65.5,2919.84,8710.5,14,1387.86,33,36396.84,4,small,511.38915957978986
26164.93,13002.46,63.44,10829.74,8091.19,18,1467.92,35,147759.71,9,small,577.5872436218109
38162.59,17909.26,71.37,8112.81,10851.94,25,1569.29,44,219119.69,8,small,598.1402451225613
12043.95,9157.05,47.87,2338.23,6584.54,11,1035.39,6,27470.47,1,small,459.446188094047
17507.58,9541.05,59.19,7221.49,5186.8,10,1678.73,23,25457.98,6,small,520.659219609805
23746.5,7781.17,70.23,11085.85,5084.44,16,1495.17,41,127294.26,9,small,599.4802601300651
24481.99,16877.22,58.52,7982.8,9094.96,18,1336.09,25,60217.11,8,small,530.1422211105553
20751.8,11392.35,53.12,5685.04,6138.41,17,1218.78,16,30569.69,0,small,493.6621610805403
11029.48,7424.1,53.89,3730.37,4979.37,7,1504.06,16,38911.12,1,small,491.09516258129065
18027.62,8282.44,57.01,6828.13,4765.97,15,1202.93,28,55166.68,7,small,528.2952226113057
117710.42,68663.04,80.76,44846.12,31192.32,63,1776.39,62,144565.37,10,medium,676.2132616308155
18657.93,7475.57,63.45,5769.59,4277.6,16,1134.68,33,54372.76,7,small,550.468224112056
27330.49,18484.02,54.32,8022.65,11252.3,17,1621.48,25,152176.67,3,small,538.9512256128064
17118.7,11729.01,57.42,3041.59,8717.98,9,1910.43,25,44868.41,6,small,509.68816408204106
13021.79,6946.89,50.95,1351.5,4916.97,10,1330.03,13,44581.04,0,small,490.5211655827914
37260.75,16735.2,77.48,11914.88,9397.3,27,1484.94,50,213368.84,10,small,629.1062631315658
27057.48,13131.25,56.5,7984.41,6727.96,25,1075.25,33,66119.41,5,small,539.7542271135567
33090.41,20391.4,60.14,3826.84,12371.47,28,1131.58,31,42297.94,5,small,517.4472286143072
19441.5,12248.64,67.32,3008.57,8359.84,12,1702.61,32,32331.07,8,small,525.3402301150576
30182.08,20754.1,59.56,10245.6,11942.73,22,1392.51,21,47108.96,1,small,511.04416708354177
37474.58,19063.96,63.66,5605.29,13078.72,22,1694.3,39,129956.48,5,small,571.1632466233116
11735.62,4931.13,63.88,3344.84,3605.34,10,1271.83,17,70763.76,4,small,549.0632316158079
21913.78,9500.55,63.17,10149.48,5574.09,14,1527.26,31,48348.22,4,small,553.996248124062
47346.62,22671.86,68.36,18816.88,13330.53,29,1654.12,47,113303.17,9,small,588.6192496248124
9177.42,7220.15,58.9,1921.57,4469.64,8,1129.02,15,36356.92,3,small,490.8771685842922
44904.83,24168.81,74.71,5458.18,15172.69,26,1788.36,41,187062.06,8,small,589.5422511255628
30536.98,15932.31,63.19,5700.36,8501.6,22,1412.24,37,122798.78,7,small,561.4952526263131
20415.05,12605.74,63.59,10209.92,7297.98,14,1494.33,38,47756.44,6,small,547.9562331165583
51773.81,14586.89,66.46,9589.98,8850.22,28,1854.6,42,81850.34,7,small,595.0882541270636
22567.23,7523.14,62.91,7661.22,4631.94,16,1381.77,33,82973.89,5,small,567.8412556278139
14247.65,6442.41,55.62,4054.19,3498.54,12,1228.26,27,39446.09,5,small,515.5792346173087
40894.65,20337.6,65.47,4985.73,11513.48,26,1580.42,43,115269.62,12,small,578.5942571285643
10221.53,5512.42,43.55,570.99,3519.44,9,1138.87,11,33767.43,2,small,460.8191895947974
25357.87,16785.17,56.44,9506.18,10426.81,18,1391.62,28,136880.28,6,small,538.6022361180591
12480.12,6457.02,55.07,526.11,3913.15,10,1230.93,19,27694.63,0,small,482.8701700850425
12101.87,10207.82,44.92,3787.08,6232.13,10,1186.25,5,13715.46,0,micro,426.6321910955478
31041.75,16361.81,67.76,5683.47,10228.8,17,1821.61,42,114229.38,9,small,584.8972586293147
28015.24,12597.9,58.83,14554.05,6603.8,20,1381.94,35,143245.27,7,small,565.000260130065
25720.63,18577.07,53.78,1412.56,10844.0,17,1552.09,33,58663.08,6,small,513.783171585793
13423.39,6051.05,57.0,5631.73,4528.44,9,1596.36,15,24384.28,4,small,519.6852376188094
2962.27,2432.03,27.29,872.32,1887.99,7,449.11,1,7991.57,0,micro,370.70519259629816
110505.54,53847.71,83.18,34814.01,26393.67,59,1919.04,70,329368.5,15,medium,721.7592646323162
13537.51,6187.24,55.88,221.84,3560.13,10,1422.18,14,22181.24,2,small,483.3461730865433
25882.69,14037.88,66.12,8859.12,6895.57,16,1536.79,31,48885.31,8,small,565.3432616308155
71659.01,19009.13,73.43,20995.55,10557.63,42,1713.22,51,161333.73,10,medium,689.4422661330665
6695.76,5427.46,49.06,734.91,3722.86,13,512.46,8,17565.49,0,small,437.61819409704856
42932.6,23459.98,68.28,8596.83,11449.77,33,1250.85,39,122953.03,7,small,580.5062631315658
13136.84,8143.5,49.48,2381.95,6190.45,14,940.94,20,58493.31,4,small,487.69917458729367
29855.48,16789.83,64.44,13599.22,11013.2,16,1948.3,31,58069.09,8,small,560.9192646323162
24731.16,13030.6,62.33,4793.69,9666.15,17,1439.58,27,59422.12,4,small,534.7782391195598
18280.0,10183.53,53.72,6817.95,7449.93,13,1381.7,24,43249.18,5,small,514.9921760880441
18784.11,12144.98,56.6,1728.21,7114.09,14,1313.31,24,37245.18,5,small,498.6651775887944
44071.19,17239.93,71.41,8034.24,11691.54,26,1698.49,50,83458.03,5,small,583.2822661330665
30675.74,18106.28,59.76,12252.82,10669.97,19,1626.19,40,96367.78,10,small,565.015267633817
28727.1,20582.91,64.38,13312.21,10255.31,23,1372.26,39,87085.49,8,small,561.3682691345673
145840.7,52584.07,88.44,91168.77,32835.11,78,1869.21,70,987564.77,15,medium,791.865267633817
41694.77,18979.75,61.03,22263.99,8804.24,24,1712.0,45,124031.25,10,small,588.4612706353176
23436.01,9707.91,69.97,8595.71,5791.56,14,1765.26,32,68985.0,6,small,574.134272136068
26738.23,10772.4,67.44,2314.65,5645.01,17,1522.14,37,75850.64,5,small,564.2772736368184
157991.5,40651.76,83.43,94618.5,23222.77,83,1925.27,75,345774.28,13,medium,761.4782691345673
8618.46,6472.41,40.16,86.18,4425.7,8,1133.7,6,17396.71,0,small,423.7911955977989
55200.49,30707.5,73.92,22906.76,17430.36,33,1624.64,42,157949.41,7,small,602.0612706353177
26314.54,13570.43,62.41,7240.0,8501.04,19,1311.22,26,53185.71,8,small,545.9212406203102
66511.5,17363.24,67.84,19344.09,8095.95,38,1640.21,49,177392.93,6,small,630.084272136068
29232.2,19495.81,63.47,1864.69,9692.87,19,1519.32,28,36738.18,6,small,509.5281790895448
11911.78,5659.15,43.61,119.12,4188.48,11,1079.19,8,14205.82,4,small,441.6541970985493
18149.16,7401.08,64.02,7421.14,4474.55,11,1680.03,23,60933.02,1,small,557.0302751375688
11233.89,5864.87,48.33,938.4,3641.3,9,1337.23,6,15326.43,3,small,463.4971985992997
20773.32,13478.84,61.6,9138.51,9638.26,15,1488.92,37,74344.07,5,small,536.1542421210605
4197.92,3262.68,28.93,308.77,2497.44,5,942.17,1,6956.65,1,micro,375.33020010005004
17355.97,7634.32,59.58,6088.1,5490.86,14,1292.11,33,56635.1,3,small,545.7772436218108
10282.56,4833.14,49.45,3586.91,3890.27,10,1055.48,3,14442.29,1,micro,444.3432016008004
60847.72,22672.26,78.84,16053.57,11286.45,31,1950.75,59,134655.61,12,medium,686.3072736368184
128494.08,41686.34,83.74,61418.61,19719.27,71,1761.07,64,449391.84,15,medium,759.4002751375688
4781.89,2607.11,35.35,921.45,1915.87,5,1005.81,1,13674.24,0,micro,421.1462031015508
4276.96,3974.74,39.53,42.77,2743.61,10,447.41,1,9603.63,0,micro,367.78920460230114
16072.65,8120.71,51.92,7359.8,4398.92,13,1241.41,19,35740.52,3,small,513.0111805902951
31284.41,16105.0,71.79,16895.81,9923.9,20,1544.91,39,80088.96,6,small,573.9332766383192
150551.78,54954.49,82.26,67804.88,23382.19,80,1939.94,65,453035.44,12,medium,735.8332766383191
22538.27,15456.31,62.61,11083.27,8529.39,14,1603.88,38,89268.64,6,small,547.2502451225613
13129.16,9069.99,45.16,4680.62,6924.32,10,1322.76,6,21406.88,1,small,454.2422061030515
18456.84,11833.25,58.72,6283.21,7233.59,11,1723.92,30,75127.6,4,small,540.1832466233117
10993.02,4894.23,57.27,2560.73,2957.86,11,947.26,20,30263.51,3,small,511.9741820910455
12744.33,7182.28,59.27,3417.81,4521.26,12,1061.58,16,18813.04,0,small,492.56718359179587
13945.61,7274.17,53.05,1171.83,4639.64,11,1243.57,18,24615.51,4,small,486.58018509254623
20700.25,9042.15,56.58,1061.78,6377.21,17,1214.5,28,57772.01,5,small,522.266248124062
36209.79,17678.41,60.48,9876.42,8969.91,28,1239.07,37,80217.98,9,small,562.6462781390695
29574.64,11132.33,68.74,10491.61,7757.4,16,1931.92,38,81548.01,5,small,582.6892796398199
22100.75,9037.06,64.69,10703.26,6162.36,15,1448.37,30,20355.34,5,small,530.6592496248123
43988.34,18990.4,69.59,9047.86,9996.34,25,1720.63,45,54797.04,8,small,582.5322811405703
18582.47,11317.58,59.06,5476.56,6104.26,12,1579.36,25,67691.0,3,small,528.8222511255628
95711.7,43367.67,72.24,56114.45,20272.48,51,1859.82,51,148892.16,10,medium,664.2662781390695
44441.02,26742.79,70.84,22252.36,13217.17,30,1557.38,43,157973.31,7,small,585.8752826413206
21384.12,15796.57,57.92,1997.31,11406.1,23,901.42,22,92875.62,5,small,516.5252526263131
27115.94,17092.64,60.84,12208.61,9174.84,22,1225.54,19,72882.05,5,small,543.9582541270636
11271.82,5980.98,50.17,1852.3,4586.56,12,989.96,14,43816.81,0,small,489.7431865932966
66081.23,38338.39,74.18,20504.7,25318.55,36,1789.44,49,121907.53,11,small,607.6192796398199
47202.36,25310.17,73.12,7502.01,14732.38,26,1798.78,40,165063.65,7,small,591.028284142071
17604.26,12922.95,58.56,1798.21,8962.76,13,1408.5,18,34452.1,3,small,487.88618809404704
14452.53,8642.43,48.62,4188.15,4666.11,18,767.26,15,32184.38,3,small,484.5091895947974
110052.56,30713.12,76.91,67017.11,16997.89,61,1815.76,55,157838.94,12,medium,719.1122811405702
31360.8,16460.39,61.38,16136.86,10284.1,20,1580.46,34,87485.58,7,small,559.0812856428214
16233.96,9853.28,56.64,5699.52,7343.32,9,1867.24,22,54037.18,2,small,518.9812556278139
6594.96,5605.8,31.85,65.95,4274.43,10,730.25,1,3612.02,0,micro,348.7352076038019
22635.29,16109.44,58.31,1135.03,10634.49,14,1497.5,22,30449.34,4,small,492.1421910955478
35115.34,20894.92,60.51,5712.86,14540.85,18,1925.99,36,101187.82,5,small,544.2242571285643
23213.74,13039.22,60.64,10995.56,8469.25,15,1535.43,27,70597.03,5,small,541.5572586293147
8380.34,5049.55,41.4,773.9,3166.24,7,1194.65,4,10694.03,0,micro,421.84820910455227
12184.73,8554.59,48.22,2142.25,5031.54,15,761.34,12,20329.95,1,small,462.36121060530263
7218.3,3967.65,48.5,2965.47,2687.26,9,938.48,7,12468.28,0,small,458.054212106053
26461.54,11807.14,69.58,12658.95,7630.96,21,1218.88,35,133425.87,7,small,587.7042871435718
4915.76,3075.74,47.44,1447.47,1906.66,6,881.64,1,32006.87,0,micro,448.18721360680337
36181.35,18019.98,67.35,13398.35,9034.11,21,1779.88,32,81534.84,5,small,561.8472886443221
12953.39,10436.04,49.17,5523.01,6570.7,11,1107.22,18,64870.7,3,small,494.4351925962982
12435.28,5609.48,41.72,5188.1,3033.03,13,985.9,13,26472.68,4,small,484.1681940970485
16206.09,10341.34,55.85,1518.39,7865.67,13,1278.07,19,42990.78,0,small,489.0411955977989
8947.2,4184.23,50.83,3488.87,2485.44,11,801.24,12,23265.91,1,small,487.7741970985493
14785.6,8896.86,47.12,963.12,5760.86,15,986.98,13,31651.97,2,small,472.95719859929966
29517.22,11701.96,68.94,10219.07,7172.59,21,1386.5,37,88174.92,8,small,580.4402901450726
17512.8,10678.3,58.83,7098.82,7654.09,14,1279.67,29,40805.17,7,small,529.7302601300651
14682.9,7441.95,47.56,146.83,5195.67,10,1477.21,3,28376.07,2,micro,446.5902151075538
13711.96,9098.74,51.82,5309.37,5970.0,8,1743.18,19,42014.98,6,small,506.52020010005003
17554.5,10911.89,61.57,6620.36,7735.9,12,1489.81,36,34680.67,6,small,520.9932616308155
25226.44,17440.88,61.47,5241.52,11375.5,18,1368.85,32,17616.55,3,small,501.9532016008004
5062.37,3287.37,51.1,1806.9,2299.0,9,533.98,2,20974.14,1,micro,446.9832166083042
66961.14,15043.57,86.24,40112.22,6396.31,36,1882.11,64,387075.36,10,medium,765.2852826413207
15466.35,7660.35,50.46,5393.55,4779.55,12,1346.79,21,46603.33,3,small,517.9962631315658
12905.55,5447.75,62.16,5802.01,2928.28,15,877.64,27,40925.0,5,small,532.8692646323162
14284.38,11058.29,56.18,4942.83,6102.88,16,927.88,20,62499.58,4,small,506.4562031015508
18300.88,9595.81,57.15,983.81,6952.5,13,1370.41,29,72912.1,5,small,520.5122661330665
24562.35,11787.5,60.77,2586.34,8031.58,18,1334.92,28,124665.93,8,small,553.9532916458229
36327.55,12156.13,62.73,6174.71,6793.38,20,1768.33,44,299156.15,5,small,605.048284142071
16861.3,10626.57,62.1,7592.93,7084.8,15,1067.97,30,58582.93,0,small,522.5852676338169
31142.48,13864.6,70.34,16058.61,6813.87,25,1296.27,43,144975.21,11,small,611.8612856428214
11589.47,6499.92,50.1,1830.48,3993.66,9,1322.09,9,28081.23,2,small,482.1892046023011
17076.4,8021.23,53.28,7478.56,5191.7,17,1034.15,23,19928.86,3,small,497.76220610305154
9967.81,5905.92,47.43,132.45,4321.83,10,1069.26,2,29058.6,0,micro,426.86621810905456
76471.19,25539.34,82.87,43940.38,16408.0,41,1733.43,56,383285.55,11,medium,720.9742871435718
47323.25,19178.3,77.57,7786.19,11876.44,26,1797.32,56,165655.17,10,medium,674.8072886443222
28525.3,19366.62,62.25,7039.14,11916.95,17,1705.26,31,83803.04,8,small,546.3582691345673
5302.12,3384.05,39.06,1247.67,2414.88,8,712.27,1,16266.21,0,micro,418.66921960980494
37870.26,12626.14,76.95,10708.74,6750.73,21,1807.85,54,154526.65,9,medium,686.2202901450726
11155.8,7541.39,50.69,682.86,5175.62,7,1688.01,14,44931.86,0,small,478.3652076038019
14762.86,10288.49,49.58,3659.23,7939.94,10,1448.06,17,18842.48,4,small,477.85820910455226
15856.72,11268.13,52.69,3560.93,8399.51,15,1024.25,22,47395.67,6,small,497.34121060530265
8833.21,7202.34,45.27,1589.7,4469.02,9,957.82,2,18886.37,3,micro,440.0622211105553
6877.64,4480.88,42.45,1495.57,2885.87,8,848.87,1,16927.39,3,micro,429.47522261130564
11596.76,5345.7,45.7,3489.96,3444.08,12,774.7,10,28806.59,2,small,482.774212106053
19338.22,10402.74,51.44,6121.43,5422.51,13,1438.51,25,47841.4,3,small,517.3612706353177
33397.92,23897.87,70.69,15779.34,12124.8,20,1768.21,33,95105.04,5,small,571.8562931465733
59096.71,15250.0,72.16,14764.27,10184.24,36,1718.57,54,205856.71,10,medium,694.1032916458229
45770.66,25037.97,75.41,23038.6,11603.94,31,1435.81,49,86209.76,9,small,597.9792946473236
167505.72,33501.14,90.48,51459.17,15030.76,91,1819.19,79,270753.0,17,medium,786.1962931465733
23024.58,14405.01,59.02,10223.78,9228.23,16,1452.96,24,20286.57,5,small,501.88721360680336
22791.24,13148.45,65.53,2138.68,6833.44,16,1394.75,38,62572.85,6,small,550.664272136068
15661.38,9123.97,48.26,1913.58,6071.98,13,1205.23,9,26171.46,1,small,471.87021510755375
101102.65,26710.72,76.25,21334.97,11021.81,57,1769.37,66,484280.99,13,medium,743.2192946473236
19396.27,7269.81,60.17,7742.51,4902.13,11,1703.1,32,74404.75,8,small,565.642296148074
20320.85,13809.08,58.96,9287.52,8073.37,15,1285.99,18,55028.13,4,small,519.6172736368185
57742.53,29990.81,71.45,15955.13,19036.23,36,1532.46,56,287539.15,8,medium,662.6022961480741
8474.0,7199.26,43.18,84.74,4533.49,6,1333.06,1,13584.69,1,micro,401.20822411205603
31939.46,14391.5,57.99,2063.29,10815.29,20,1621.05,28,76155.0,7,small,541.1602751375688
32285.55,16633.55,70.85,17581.2,11038.8,18,1824.79,38,95330.48,7,small,586.1452976488243
54120.96,18463.81,67.49,8029.6,11520.26,33,1658.44,49,291335.32,6,small,618.2452976488244
5178.87,3775.58,46.41,1079.2,2767.08,10,520.07,1,17961.47,0,micro,432.2312256128064
19240.54,9001.79,60.17,3249.31,5155.73,18,1077.96,29,64388.41,7,small,548.9932766383192
13762.85,8761.23,51.44,1407.59,6856.72,10,1418.95,10,19159.38,0,small,466.8042271135568
17856.0,13031.44,57.99,5760.36,8583.77,15,1129.76,26,46939.82,6,small,520.6862781390695
23661.68,8917.41,62.34,9994.3,4979.5,17,1321.37,30,97674.45,7,small,570.3682991495748
8857.64,4355.29,53.53,2224.01,2771.72,6,1470.98,20,56365.73,3,small,516.99927963982
30210.6,19821.29,62.38,8598.83,9466.64,19,1645.71,37,120943.98,6,small,562.2913006503252
73989.22,39457.96,68.89,20685.91,20300.07,41,1811.18,49,213642.17,10,small,604.2882991495749
11412.48,8068.51,52.13,2282.64,6295.61,8,1497.56,16,33327.14,2,small,477.27321660830415
47934.63,22174.62,71.67,17838.46,12244.23,25,1965.04,44,143185.61,10,small,610.9213006503252
61162.43,16020.97,71.57,29198.33,8455.74,34,1807.45,51,157430.43,8,medium,681.4043021510755
22809.95,16083.83,57.51,7827.52,9759.13,14,1591.17,32,160466.67,6,small,537.9022811405703
2734.65,1509.78,31.29,896.83,1202.21,8,318.04,1,14191.39,0,micro,399.9972286143072
16481.37,12202.96,52.39,3519.32,7522.33,13,1343.13,13,30217.86,3,small,479.06621810905455
37838.28,16696.13,64.38,17883.27,10345.22,18,2126.51,39,141638.14,6,small,586.2143021510756
14572.65,9027.91,51.01,3922.34,4884.15,11,1274.26,17,53786.91,5,small,505.85921960980494
